CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
13135,562,1,4.0,1,1,4,114,Others
13136,422,5,4.0,2,4,4,244,At Risk
13137,376,8,4.0,4,4,4,444,Champion
13138,388,6,3.0,3,4,3,343,Others
13139,382,7,4.0,4,4,4,444,Champion
13140,474,3,2.0,2,3,2,232,Others
13141,450,5,4.0,2,4,4,244,At Risk
13142,385,1,1.0,3,1,1,311,New Customer
13144,698,1,1.0,1,1,1,111,Lost
13145,405,4,2.0,3,3,2,332,Potential Loyalist
13146,392,1,1.0,3,1,1,311,New Customer
13147,376,4,3.0,4,3,3,433,Champion
13148,395,12,4.0,3,4,4,344,Champion
13149,380,4,4.0,4,3,4,434,Champion
13151,661,1,3.0,1,1,3,113,Others
13153,371,1,2.0,4,1,2,412,New Customer
13155,399,4,3.0,3,3,3,333,Potential Loyalist
13157,415,4,4.0,3,3,4,334,Potential Loyalist
13158,460,4,3.0,2,3,3,233,At Risk
13159,374,4,3.0,4,3,3,433,Champion
13160,388,1,1.0,3,1,1,311,New Customer
13161,679,1,1.0,1,1,1,111,Lost
13162,488,4,4.0,2,3,4,234,At Risk
13165,412,2,3.0,3,2,3,323,Potential Loyalist
13166,649,1,2.0,1,1,2,112,Lost
13167,384,4,3.0,3,3,3,333,Potential Loyalist
13168,402,4,3.0,3,3,3,333,Potential Loyalist
13169,429,2,3.0,2,2,3,223,Others
13170,392,1,1.0,3,1,1,311,New Customer
13171,387,3,2.0,3,3,2,332,Potential Loyalist
13173,370,2,2.0,4,2,2,422,Others
13174,382,3,4.0,4,3,4,434,Champion
13176,412,1,2.0,3,1,2,312,New Customer
13177,430,1,1.0,2,1,1,211,Lost
13178,392,11,4.0,3,4,4,344,Champion
13182,411,1,1.0,3,1,1,311,New Customer
13183,373,9,4.0,4,4,4,444,Champion
13184,380,10,4.0,4,4,4,444,Champion
13185,633,1,1.0,1,1,1,111,Lost
13186,405,3,3.0,3,3,3,333,Potential Loyalist
13187,703,1,1.0,1,1,1,111,Lost
13188,377,1,1.0,4,1,1,411,New Customer
13189,384,2,1.0,3,2,1,321,Others
13192,461,2,3.0,2,2,3,223,Others
13193,427,1,1.0,2,1,1,211,Lost
13194,501,1,1.0,2,1,1,211,Lost
13196,377,4,4.0,4,3,4,434,Champion
13198,376,6,4.0,4,4,4,444,Champion
13199,369,38,4.0,4,4,4,444,Champion
13200,385,4,3.0,3,3,3,333,Potential Loyalist
13203,375,4,3.0,4,3,3,433,Champion
13207,381,2,1.0,4,2,1,421,Others
13208,424,6,3.0,2,4,3,243,At Risk
13209,396,8,4.0,3,4,4,344,Champion
13210,459,1,2.0,2,1,2,212,Lost
13211,376,3,3.0,4,3,3,433,Champion
13212,385,3,3.0,3,3,3,333,Potential Loyalist
13213,422,5,3.0,2,4,3,243,At Risk
13216,633,1,2.0,1,1,2,112,Lost
13217,488,3,2.0,2,3,2,232,Others
13218,493,1,1.0,2,1,1,211,Lost
13220,444,4,3.0,2,3,3,233,At Risk
13221,606,2,3.0,1,2,3,123,Others
13223,566,2,1.0,1,2,1,121,Lost
13224,426,2,4.0,2,2,4,224,Others
13225,369,7,4.0,4,4,4,444,Champion
13226,639,1,1.0,1,1,1,111,Lost
13227,567,1,1.0,1,1,1,111,Lost
13228,447,1,2.0,2,1,2,212,Lost
13229,591,1,1.0,1,1,1,111,Lost
13230,370,14,4.0,4,4,4,444,Champion
13232,378,7,3.0,4,4,3,443,Champion
13233,440,2,2.0,2,2,2,222,Others
13235,578,1,3.0,1,1,3,113,Others
13236,390,2,3.0,3,2,3,323,Potential Loyalist
13238,383,4,3.0,4,3,3,433,Champion
13239,627,1,2.0,1,1,2,112,Lost
13240,462,4,2.0,2,3,2,232,Others
13242,478,3,1.0,2,3,1,231,Others
13243,569,1,2.0,1,1,2,112,Lost
13244,458,1,1.0,2,1,1,211,Lost
13245,416,1,2.0,3,1,2,312,New Customer
13246,384,6,4.0,3,4,4,344,Champion
13247,383,4,2.0,4,3,2,432,Loyal
13248,490,2,2.0,2,2,2,222,Others
13249,458,3,3.0,2,3,3,233,At Risk
13253,522,2,3.0,1,2,3,123,Others
13255,375,2,2.0,4,2,2,422,Others
13258,377,3,3.0,4,3,3,433,Champion
13259,427,1,1.0,2,1,1,211,Lost
13260,427,1,2.0,2,1,2,212,Lost
13261,634,2,3.0,1,2,3,123,Others
13262,629,1,1.0,1,1,1,111,Lost
13263,367,35,4.0,4,4,4,444,Champion
13265,419,5,4.0,2,4,4,244,At Risk
13266,377,12,4.0,4,4,4,444,Champion
13267,368,19,4.0,4,4,4,444,Champion
13268,383,11,4.0,4,4,4,444,Champion
13269,367,15,4.0,4,4,4,444,Champion
13270,732,1,2.0,1,1,2,112,Lost
13271,403,1,1.0,3,1,1,311,New Customer
13272,397,2,1.0,3,2,1,321,Others
13273,479,1,1.0,2,1,1,211,Lost
13276,429,2,2.0,2,2,2,222,Others
13277,381,4,1.0,4,3,1,431,Loyal
13278,406,1,2.0,3,1,2,312,New Customer
13279,444,1,1.0,2,1,1,211,Lost
13280,488,3,3.0,2,3,3,233,At Risk
13282,384,3,3.0,3,3,3,333,Potential Loyalist
13283,425,2,1.0,2,2,1,221,Others
13284,696,1,1.0,1,1,1,111,Lost
13285,389,4,4.0,3,3,4,334,Potential Loyalist
13291,521,1,2.0,1,1,2,112,Lost
13292,404,2,2.0,3,2,2,322,Others
13294,555,2,3.0,1,2,3,123,Others
13295,725,1,1.0,1,1,1,111,Lost
13296,503,1,1.0,2,1,1,211,Lost
13297,373,4,4.0,4,3,4,434,Champion
13298,367,1,2.0,4,1,2,412,New Customer
13299,634,1,1.0,1,1,1,111,Lost
13300,535,1,2.0,1,1,2,112,Lost
13301,469,4,2.0,2,3,2,232,Others
13302,521,1,1.0,1,1,1,111,Lost
13304,717,1,1.0,1,1,1,111,Lost
13305,370,10,4.0,4,4,4,444,Champion
13307,486,1,1.0,2,1,1,211,Lost
13308,388,3,3.0,3,3,3,333,Potential Loyalist
13309,373,5,3.0,4,4,3,443,Champion
13310,394,3,3.0,3,3,3,333,Potential Loyalist
13311,370,2,2.0,4,2,2,422,Others
13313,388,5,3.0,3,4,3,343,Others
13314,367,3,3.0,4,3,3,433,Champion
13316,403,4,4.0,3,3,4,334,Potential Loyalist
13317,432,6,4.0,2,4,4,244,At Risk
13318,367,3,2.0,4,3,2,432,Loyal
13319,371,26,4.0,4,4,4,444,Champion
13320,444,4,3.0,2,3,3,233,At Risk
13321,438,2,2.0,2,2,2,222,Others
13322,383,1,1.0,4,1,1,411,New Customer
13323,369,5,3.0,4,4,3,443,Champion
13324,402,10,4.0,3,4,4,344,Champion
13325,447,1,3.0,2,1,3,213,Others
13327,404,8,4.0,3,4,4,344,Champion
13328,682,1,3.0,1,1,3,113,Others
13329,397,2,3.0,3,2,3,323,Potential Loyalist
13330,458,3,3.0,2,3,3,233,At Risk
13332,380,1,2.0,4,1,2,412,New Customer
13334,448,3,4.0,2,3,4,234,At Risk
13336,443,1,3.0,2,1,3,213,Others
13338,523,1,2.0,1,1,2,112,Lost
13339,566,1,3.0,1,1,3,113,Others
13340,411,7,4.0,3,4,4,344,Champion
13341,626,1,3.0,1,1,3,113,Others
13343,543,1,2.0,1,1,2,112,Lost
13344,433,3,4.0,2,3,4,234,At Risk
13345,653,1,2.0,1,1,2,112,Lost
13347,436,1,2.0,2,1,2,212,Lost
13348,430,1,1.0,2,1,1,211,Lost
13349,376,1,1.0,4,1,1,411,New Customer
13350,382,2,3.0,4,2,3,423,Others
13351,432,1,2.0,2,1,2,212,Lost
13352,426,1,2.0,2,1,2,212,Lost
13354,437,1,3.0,2,1,3,213,Others
13355,488,1,3.0,2,1,3,213,Others
13356,446,1,3.0,2,1,3,213,Others
13357,623,1,2.0,1,1,2,112,Lost
13358,634,1,2.0,1,1,2,112,Lost
13359,429,1,2.0,2,1,2,212,Lost
13362,375,4,4.0,4,3,4,434,Champion
13363,383,2,3.0,4,2,3,423,Others
13364,437,1,1.0,2,1,1,211,Lost
13365,399,2,4.0,3,2,4,324,Potential Loyalist
13366,416,1,1.0,3,1,1,311,New Customer
13368,622,2,2.0,1,2,2,122,Lost
13369,731,1,2.0,1,1,2,112,Lost
13370,737,1,3.0,1,1,3,113,Others
13372,455,1,2.0,2,1,2,212,Lost
13373,426,3,4.0,2,3,4,234,At Risk
13375,454,1,3.0,2,1,3,213,Others
13376,465,3,3.0,2,3,3,233,At Risk
13379,392,3,2.0,3,3,2,332,Potential Loyalist
13381,397,6,4.0,3,4,4,344,Champion
13382,646,1,1.0,1,1,1,111,Lost
13384,396,7,4.0,3,4,4,344,Champion
13385,695,1,2.0,1,1,2,112,Lost
13388,497,2,3.0,2,2,3,223,Others
13389,377,3,3.0,4,3,3,433,Champion
13390,440,1,2.0,2,1,2,212,Lost
13391,569,1,1.0,1,1,1,111,Lost
13394,367,8,4.0,4,4,4,444,Champion
13395,551,1,2.0,1,1,2,112,Lost
13396,395,2,3.0,3,2,3,323,Potential Loyalist
13397,438,5,3.0,2,4,3,243,At Risk
13398,558,1,2.0,1,1,2,112,Lost
13402,493,2,2.0,2,2,2,222,Others
13403,383,1,1.0,4,1,1,411,New Customer
13404,367,2,1.0,4,2,1,421,Others
13405,440,3,2.0,2,3,2,232,Others
13408,367,62,4.0,4,4,4,444,Champion
13410,390,5,3.0,3,4,3,343,Others
13411,473,1,1.0,2,1,1,211,Lost
13414,499,3,3.0,2,3,3,233,At Risk
13416,409,2,3.0,3,2,3,323,Potential Loyalist
13417,370,2,2.0,4,2,2,422,Others
13418,377,18,4.0,4,4,4,444,Champion
13419,429,1,1.0,2,1,1,211,Lost
13420,515,2,1.0,1,2,1,121,Lost
13421,406,2,4.0,3,2,4,324,Potential Loyalist
13422,430,1,4.0,2,1,4,214,Others
13425,474,3,3.0,2,3,3,233,At Risk
13426,366,10,4.0,4,4,4,444,Champion
13427,385,3,2.0,3,3,2,332,Potential Loyalist
13428,376,1,1.0,4,1,1,411,New Customer
13429,376,4,3.0,4,3,3,433,Champion
13430,384,2,3.0,3,2,3,323,Potential Loyalist
13431,433,2,3.0,2,2,3,223,Others
13434,440,2,2.0,2,2,2,222,Others
13435,371,7,4.0,4,4,4,444,Champion
13436,367,1,1.0,4,1,1,411,New Customer
13437,380,7,4.0,4,4,4,444,Champion
13439,621,1,1.0,1,1,1,111,Lost
13441,457,1,1.0,2,1,1,211,Lost
13447,389,3,3.0,3,3,3,333,Potential Loyalist
13448,382,6,4.0,4,4,4,444,Champion
13449,389,1,1.0,3,1,1,311,New Customer
13450,392,6,4.0,3,4,4,344,Champion
13451,392,5,4.0,3,4,4,344,Champion
13452,625,2,2.0,1,2,2,122,Lost
13453,531,2,2.0,1,2,2,122,Lost
13455,390,2,3.0,3,2,3,323,Potential Loyalist
13456,383,6,4.0,4,4,4,444,Champion
13458,373,14,4.0,4,4,4,444,Champion
13460,395,2,1.0,3,2,1,321,Others
13461,404,3,3.0,3,3,3,333,Potential Loyalist
13462,618,1,1.0,1,1,1,111,Lost
13464,424,1,3.0,2,1,3,213,Others
13466,550,1,2.0,1,1,2,112,Lost
13467,376,2,3.0,4,2,3,423,Others
13468,367,37,4.0,4,4,4,444,Champion
13470,465,2,1.0,2,2,1,221,Others
13471,367,4,4.0,4,3,4,434,Champion
13473,426,2,2.0,2,2,2,222,Others
13474,602,1,1.0,1,1,1,111,Lost
13475,557,4,3.0,1,3,3,133,Others
13476,544,2,3.0,1,2,3,123,Others
13477,403,6,3.0,3,4,3,343,Others
13479,566,2,1.0,1,2,1,121,Lost
13481,411,5,4.0,3,4,4,344,Champion
13482,598,1,1.0,1,1,1,111,Lost
13483,431,1,1.0,2,1,1,211,Lost
13484,607,1,2.0,1,1,2,112,Lost
13485,599,1,2.0,1,1,2,112,Lost
13486,444,3,3.0,2,3,3,233,At Risk
13487,423,3,2.0,2,3,2,232,Others
13488,383,13,4.0,4,4,4,444,Champion
13489,471,4,2.0,2,3,2,232,Others
13491,417,10,3.0,2,4,3,243,At Risk
13492,502,3,3.0,2,3,3,233,At Risk
13493,641,2,2.0,1,2,2,122,Lost
13494,677,1,2.0,1,1,2,112,Lost
13495,373,5,4.0,4,4,4,444,Champion
13496,376,2,2.0,4,2,2,422,Others
13497,648,2,2.0,1,2,2,122,Lost
13499,383,5,3.0,4,4,3,443,Champion
13500,389,3,3.0,3,3,3,333,Potential Loyalist
13501,654,1,3.0,1,1,3,113,Others
13502,382,3,1.0,4,3,1,431,Loyal
13503,437,1,1.0,2,1,1,211,Lost
13504,430,1,1.0,2,1,1,211,Lost
13505,438,4,4.0,2,3,4,234,At Risk
13506,682,2,2.0,1,2,2,122,Lost
13507,369,4,4.0,4,3,4,434,Champion
13508,609,1,1.0,1,1,1,111,Lost
13509,374,7,3.0,4,4,3,443,Champion
13510,367,4,4.0,4,3,4,434,Champion
13512,626,1,1.0,1,1,1,111,Lost
13513,492,1,1.0,2,1,1,211,Lost
13514,439,1,1.0,2,1,1,211,Lost
13515,438,4,3.0,2,3,3,233,At Risk
13516,387,3,3.0,3,3,3,333,Potential Loyalist
13517,425,3,4.0,2,3,4,234,At Risk
13518,451,1,2.0,2,1,2,212,Lost
13519,444,1,1.0,2,1,1,211,Lost
13520,424,6,4.0,2,4,4,244,At Risk
13521,367,3,3.0,4,3,3,433,Champion
13522,396,1,1.0,3,1,1,311,New Customer
13523,399,5,4.0,3,4,4,344,Champion
13524,406,5,3.0,3,4,3,343,Others
13525,380,2,2.0,4,2,2,422,Others
13527,399,7,4.0,3,4,4,344,Champion
13529,444,2,2.0,2,2,2,222,Others
13531,571,2,2.0,1,2,2,122,Lost
13532,399,1,1.0,3,1,1,311,New Customer
13533,548,3,1.0,1,3,1,131,Others
13534,368,25,4.0,4,4,4,444,Champion
13536,367,7,4.0,4,4,4,444,Champion
13538,409,7,3.0,3,4,3,343,Others
13539,451,3,2.0,2,3,2,232,Others
13544,405,2,1.0,3,2,1,321,Others
13546,378,3,2.0,4,3,2,432,Loyal
13548,462,2,3.0,2,2,3,223,Others
13549,391,7,3.0,3,4,3,343,Others
13551,685,1,1.0,1,1,1,111,Lost
13552,432,12,4.0,2,4,4,244,At Risk
13555,439,4,4.0,2,3,4,234,At Risk
13557,394,2,2.0,3,2,2,322,Others
13558,371,4,2.0,4,3,2,432,Loyal
13560,373,1,1.0,4,1,1,411,New Customer
13561,581,1,1.0,1,1,1,111,Lost
13562,447,3,4.0,2,3,4,234,At Risk
13563,450,2,3.0,2,2,3,223,Others
13564,510,3,4.0,1,3,4,134,Others
13565,385,2,1.0,3,2,1,321,Others
13566,406,2,3.0,3,2,3,323,Potential Loyalist
13568,539,1,1.0,1,1,1,111,Lost
13569,383,2,2.0,4,2,2,422,Others
13570,609,1,1.0,1,1,1,111,Lost
13571,378,12,4.0,4,4,4,444,Champion
13572,571,1,3.0,1,1,3,113,Others
13573,416,2,1.0,3,2,1,321,Others
13575,389,5,3.0,3,4,3,343,Others
13576,376,18,4.0,4,4,4,444,Champion
13577,391,4,4.0,3,3,4,334,Potential Loyalist
13579,380,2,2.0,4,2,2,422,Others
13581,675,1,1.0,1,1,1,111,Lost
13583,521,1,3.0,1,1,3,113,Others
13584,672,1,1.0,1,1,1,111,Lost
13587,429,1,3.0,2,1,3,213,Others
13588,381,9,4.0,4,4,4,444,Champion
13589,380,2,2.0,4,2,2,422,Others
13590,377,6,4.0,4,4,4,444,Champion
13591,430,3,3.0,2,3,3,233,At Risk
13592,401,4,1.0,3,3,1,331,Potential Loyalist
13593,474,5,4.0,2,4,4,244,At Risk
13594,418,1,2.0,2,1,2,212,Lost
13596,371,2,3.0,4,2,3,423,Others
13598,413,1,1.0,3,1,1,311,New Customer
13599,367,21,4.0,4,4,4,444,Champion
13600,678,1,1.0,1,1,1,111,Lost
13601,411,2,3.0,3,2,3,323,Potential Loyalist
13602,430,1,2.0,2,1,2,212,Lost
13603,392,1,1.0,3,1,1,311,New Customer
13606,395,3,1.0,3,3,1,331,Potential Loyalist
13607,406,1,3.0,3,1,3,313,Others
13610,378,7,3.0,4,4,3,443,Champion
13611,455,3,3.0,2,3,3,233,At Risk
13614,390,4,3.0,3,3,3,333,Potential Loyalist
13615,684,1,2.0,1,1,2,112,Lost
13617,406,3,2.0,3,3,2,332,Potential Loyalist
13618,539,1,1.0,1,1,1,111,Lost
13621,482,1,1.0,2,1,1,211,Lost
13623,396,5,3.0,3,4,3,343,Others
13626,618,1,1.0,1,1,1,111,Lost
13627,425,5,3.0,2,4,3,243,At Risk
13629,389,11,4.0,3,4,4,344,Champion
13630,371,7,4.0,4,4,4,444,Champion
13631,465,11,4.0,2,4,4,244,At Risk
13632,390,5,4.0,3,4,4,344,Champion
13634,399,5,3.0,3,4,3,343,Others
13635,433,1,3.0,2,1,3,213,Others
13636,402,5,3.0,3,4,3,343,Others
13637,418,3,3.0,2,3,3,233,At Risk
13638,381,1,1.0,4,1,1,411,New Customer
13639,440,1,3.0,2,1,3,213,Others
13642,581,1,2.0,1,1,2,112,Lost
13643,397,3,2.0,3,3,2,332,Potential Loyalist
13644,382,4,4.0,4,3,4,434,Champion
13645,486,1,1.0,2,1,1,211,Lost
13647,375,4,4.0,4,3,4,434,Champion
13649,622,2,2.0,1,2,2,122,Lost
13650,382,6,4.0,4,4,4,444,Champion
13651,401,2,1.0,3,2,1,321,Others
13652,411,3,3.0,3,3,3,333,Potential Loyalist
13654,409,6,4.0,3,4,4,344,Champion
13655,480,2,3.0,2,2,3,223,Others
13656,530,2,2.0,1,2,2,122,Lost
13657,376,2,2.0,4,2,2,422,Others
13658,375,5,4.0,4,4,4,444,Champion
13659,571,2,3.0,1,2,3,123,Others
13662,451,3,3.0,2,3,3,233,At Risk
13663,545,1,1.0,1,1,1,111,Lost
13666,426,3,1.0,2,3,1,231,Others
13667,515,1,1.0,1,1,1,111,Lost
13668,368,21,4.0,4,4,4,444,Champion
13669,416,2,1.0,3,2,1,321,Others
13670,441,1,2.0,2,1,2,212,Lost
13672,667,2,1.0,1,2,1,121,Lost
13673,384,2,2.0,3,2,2,322,Others
13675,517,2,2.0,1,2,2,122,Lost
13678,517,1,1.0,1,1,1,111,Lost
13680,367,4,4.0,4,3,4,434,Champion
13681,383,4,3.0,4,3,3,433,Champion
13682,553,1,1.0,1,1,1,111,Lost
13684,651,1,1.0,1,1,1,111,Lost
13685,368,7,4.0,4,4,4,444,Champion
13686,548,1,1.0,1,1,1,111,Lost
13689,429,1,3.0,2,1,3,213,Others
13690,425,1,1.0,2,1,1,211,Lost
13692,390,3,3.0,3,3,3,333,Potential Loyalist
13694,369,50,4.0,4,4,4,444,Champion
13695,397,15,4.0,3,4,4,344,Champion
13697,404,1,1.0,3,1,1,311,New Customer
13699,521,1,2.0,1,1,2,112,Lost
13700,392,10,4.0,3,4,4,344,Champion
13703,684,1,1.0,1,1,1,111,Lost
13704,371,9,4.0,4,4,4,444,Champion
13705,373,3,3.0,4,3,3,433,Champion
13706,668,1,2.0,1,1,2,112,Lost
13707,633,2,3.0,1,2,3,123,Others
13708,637,1,1.0,1,1,1,111,Lost
13709,369,13,4.0,4,4,4,444,Champion
13710,397,1,1.0,3,1,1,311,New Customer
13711,584,2,1.0,1,2,1,121,Lost
13712,612,1,1.0,1,1,1,111,Lost
13715,647,5,3.0,1,4,3,143,At Risk
13716,635,1,1.0,1,1,1,111,Lost
13717,398,6,3.0,3,4,3,343,Others
13718,612,2,1.0,1,2,1,121,Lost
13719,381,5,3.0,4,4,3,443,Champion
13720,482,4,3.0,2,3,3,233,At Risk
13721,402,1,2.0,3,1,2,312,New Customer
13722,497,3,4.0,2,3,4,234,At Risk
13723,583,1,1.0,1,1,1,111,Lost
13725,415,8,4.0,3,4,4,344,Champion
13726,404,2,3.0,3,2,3,323,Potential Loyalist
13727,394,2,2.0,3,2,2,322,Others
13728,402,6,3.0,3,4,3,343,Others
13730,501,2,3.0,2,2,3,223,Others
13731,585,2,2.0,1,2,2,122,Lost
13732,394,1,2.0,3,1,2,312,New Customer
13735,390,4,4.0,3,3,4,334,Potential Loyalist
13736,371,2,3.0,4,2,3,423,Others
13737,566,1,2.0,1,1,2,112,Lost
13739,384,1,1.0,3,1,1,311,New Customer
13740,606,1,2.0,1,1,2,112,Lost
13741,437,3,2.0,2,3,2,232,Others
13742,382,12,4.0,4,4,4,444,Champion
13743,368,7,3.0,4,4,3,443,Champion
13744,461,2,3.0,2,2,3,223,Others
13745,528,1,1.0,1,1,1,111,Lost
13747,739,1,1.0,1,1,1,111,Lost
13748,461,5,3.0,2,4,3,243,At Risk
13750,419,5,3.0,2,4,3,243,At Risk
13751,654,1,1.0,1,1,1,111,Lost
13752,490,6,3.0,2,4,3,243,At Risk
13753,653,1,3.0,1,1,3,113,Others
13754,517,2,1.0,1,2,1,121,Lost
13755,369,9,4.0,4,4,4,444,Champion
13756,368,14,4.0,4,4,4,444,Champion
13758,377,7,4.0,4,4,4,444,Champion
13759,399,2,2.0,3,2,2,322,Others
13760,420,2,1.0,2,2,1,221,Others
13761,416,2,3.0,3,2,3,323,Potential Loyalist
13762,584,1,1.0,1,1,1,111,Lost
13763,429,1,4.0,2,1,4,214,Others
13764,436,3,3.0,2,3,3,233,At Risk
13767,368,37,4.0,4,4,4,444,Champion
13769,368,10,4.0,4,4,4,444,Champion
13771,430,4,4.0,2,3,4,234,At Risk
13772,399,3,3.0,3,3,3,333,Potential Loyalist
13774,447,1,2.0,2,1,2,212,Lost
13777,366,33,4.0,4,4,4,444,Champion
13778,469,1,1.0,2,1,1,211,Lost
13780,373,2,2.0,4,2,2,422,Others
13781,616,1,1.0,1,1,1,111,Lost
13782,378,6,3.0,4,4,3,443,Champion
13784,375,11,4.0,4,4,4,444,Champion
13786,733,1,1.0,1,1,1,111,Lost
13787,441,2,2.0,2,2,2,222,Others
13790,370,1,2.0,4,1,2,412,New Customer
13791,493,2,3.0,2,2,3,223,Others
13792,432,2,1.0,2,2,1,221,Others
13798,367,57,4.0,4,4,4,444,Champion
13799,482,2,3.0,2,2,3,223,Others
13800,675,1,2.0,1,1,2,112,Lost
13801,432,1,2.0,2,1,2,212,Lost
13802,504,3,4.0,2,3,4,234,At Risk
13803,621,1,1.0,1,1,1,111,Lost
13804,396,7,4.0,3,4,4,344,Champion
13805,418,2,3.0,2,2,3,223,Others
13806,429,1,1.0,2,1,1,211,Lost
13807,733,1,1.0,1,1,1,111,Lost
13808,371,5,4.0,4,4,4,444,Champion
13809,671,1,1.0,1,1,1,111,Lost
13810,394,3,3.0,3,3,3,333,Potential Loyalist
13811,549,3,3.0,1,3,3,133,Others
13812,408,3,2.0,3,3,2,332,Potential Loyalist
13813,405,4,3.0,3,3,3,333,Potential Loyalist
13814,458,2,3.0,2,2,3,223,Others
13815,388,4,4.0,3,3,4,334,Potential Loyalist
13816,389,2,2.0,3,2,2,322,Others
13817,395,2,2.0,3,2,2,322,Others
13819,667,3,3.0,1,3,3,133,Others
13821,510,2,2.0,1,2,2,122,Lost
13822,371,2,2.0,4,2,2,422,Others
13823,384,2,3.0,3,2,3,323,Potential Loyalist
13824,398,5,4.0,3,4,4,344,Champion
13826,542,1,1.0,1,1,1,111,Lost
13827,423,3,2.0,2,3,2,232,Others
13828,388,1,1.0,3,1,1,311,New Customer
13831,382,6,4.0,4,4,4,444,Champion
13832,385,1,1.0,3,1,1,311,New Customer
13833,525,1,2.0,1,1,2,112,Lost
13835,391,4,3.0,3,3,3,333,Potential Loyalist
13837,577,2,1.0,1,2,1,121,Lost
13838,371,4,3.0,4,3,3,433,Champion
13841,618,1,1.0,1,1,1,111,Lost
13842,424,9,4.0,2,4,4,244,At Risk
13844,377,1,2.0,4,1,2,412,New Customer
13845,430,1,2.0,2,1,2,212,Lost
13846,390,3,3.0,3,3,3,333,Potential Loyalist
13848,458,3,3.0,2,3,3,233,At Risk
13849,417,2,3.0,2,2,3,223,Others
13850,495,1,3.0,2,1,3,213,Others
13851,461,3,4.0,2,3,4,234,At Risk
13853,423,1,3.0,2,1,3,213,Others
13854,374,25,4.0,4,4,4,444,Champion
13856,534,3,2.0,1,3,2,132,Others
13858,423,1,1.0,2,1,1,211,Lost
13859,692,1,1.0,1,1,1,111,Lost
13860,367,5,3.0,4,4,3,443,Champion
13862,384,8,4.0,3,4,4,344,Champion
13863,613,1,1.0,1,1,1,111,Lost
13865,424,4,2.0,2,3,2,232,Others
13866,440,1,1.0,2,1,1,211,Lost
13867,397,3,3.0,3,3,3,333,Potential Loyalist
13868,373,2,4.0,4,2,4,424,Others
13869,489,4,4.0,2,3,4,234,At Risk
13870,368,8,4.0,4,4,4,444,Champion
13871,388,13,4.0,3,4,4,344,Champion
13873,485,3,2.0,2,3,2,232,Others
13874,724,1,2.0,1,1,2,112,Lost
13875,419,5,4.0,2,4,4,244,At Risk
13876,429,1,1.0,2,1,1,211,Lost
13877,452,1,1.0,2,1,1,211,Lost
13878,420,1,3.0,2,1,3,213,Others
13880,387,13,4.0,3,4,4,344,Champion
13881,369,20,4.0,4,4,4,444,Champion
13882,368,5,3.0,4,4,3,443,Champion
13883,376,5,4.0,4,4,4,444,Champion
13884,373,5,3.0,4,4,3,443,Champion
13885,555,2,2.0,1,2,2,122,Lost
13886,437,1,1.0,2,1,1,211,Lost
13887,570,1,2.0,1,1,2,112,Lost
13888,485,2,2.0,2,2,2,222,Others
13889,458,1,2.0,2,1,2,212,Lost
13890,367,10,4.0,4,4,4,444,Champion
13892,392,4,2.0,3,3,2,332,Potential Loyalist
13893,663,1,3.0,1,1,3,113,Others
13894,389,3,2.0,3,3,2,332,Potential Loyalist
13895,394,4,4.0,3,3,4,334,Potential Loyalist
13897,416,1,2.0,3,1,2,312,New Customer
13898,691,1,1.0,1,1,1,111,Lost
13899,382,2,2.0,4,2,2,422,Others
13900,549,3,3.0,1,3,3,133,Others
13901,438,5,4.0,2,4,4,244,At Risk
13904,403,2,2.0,3,2,2,322,Others
13908,445,4,4.0,2,3,4,234,At Risk
13911,423,9,4.0,2,4,4,244,At Risk
13914,377,2,2.0,4,2,2,422,Others
13917,415,2,1.0,3,2,1,321,Others
13918,415,2,3.0,3,2,3,323,Potential Loyalist
13919,425,2,2.0,2,2,2,222,Others
13922,717,1,1.0,1,1,1,111,Lost
13923,419,1,2.0,2,1,2,212,Lost
13924,367,6,4.0,4,4,4,444,Champion
13925,458,4,3.0,2,3,3,233,At Risk
13926,389,1,1.0,3,1,1,311,New Customer
13927,440,1,2.0,2,1,2,212,Lost
13928,376,4,2.0,4,3,2,432,Loyal
13929,535,2,3.0,1,2,3,123,Others
13930,423,2,2.0,2,2,2,222,Others
13931,461,2,3.0,2,2,3,223,Others
13932,660,1,1.0,1,1,1,111,Lost
13933,475,2,2.0,2,2,2,222,Others
13934,629,1,3.0,1,1,3,113,Others
13936,545,1,2.0,1,1,2,112,Lost
13937,535,1,1.0,1,1,1,111,Lost
13938,401,1,1.0,3,1,1,311,New Customer
13939,389,3,2.0,3,3,2,332,Potential Loyalist
13940,383,4,3.0,4,3,3,433,Champion
13941,387,5,4.0,3,4,4,344,Champion
13946,445,3,2.0,2,3,2,232,Others
13947,431,1,1.0,2,1,1,211,Lost
13948,726,1,1.0,1,1,1,111,Lost
13949,368,6,4.0,4,4,4,444,Champion
13950,377,4,3.0,4,3,3,433,Champion
13951,542,3,2.0,1,3,2,132,Others
13952,583,2,4.0,1,2,4,124,Others
13953,373,7,4.0,4,4,4,444,Champion
13954,367,2,2.0,4,2,2,422,Others
13955,520,2,2.0,1,2,2,122,Lost
13956,371,5,3.0,4,4,3,443,Champion
13959,445,3,2.0,2,3,2,232,Others
13960,387,2,1.0,3,2,1,321,Others
13962,387,2,1.0,3,2,1,321,Others
